nombre_empresa,rut,confianza_rut,telefono,email,instagram,facebook,tiktok,otras_redes,rubro,comuna,region,direccion,tiene_sitio_web,confianza_overture,fuente
Confitería Sussy,78.175.581-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56512615024,confiteriasussy92@gmail.com,,https://www.facebook.com/238624173468345,,,shopping,Vallenar,,Calle Colchagua 656,no,0.858,https://explore.overturemaps.org/#bd473e21-578c-4796-a01b-b4ff9efec11d
Club Gabys,77.443.135-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56972114878,clubgabysrestaurant@gmail.com,,https://www.facebook.com/1353868404698605,,,pub,Vallenar,,Calle Ramírez 1267,no,0.985,https://explore.overturemaps.org/#fb5a3390-ed86-454d-ad88-d0e8e00367a6
Coolmax,77.483.589-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56954007886,coolmaxserviciosair@gmail.com,,https://www.facebook.com/169188149616515,,,hvac service,Vallenar,,Calle Alonso de Ercilla 3,no,0.113,https://explore.overturemaps.org/#353a25de-c3fe-426a-b361-ba2f12bd896a
Filadelfia Fitness,77.574.293-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56974085426,contacto@filadelfiafitness.com,,https://www.facebook.com/223533821169707,,,gym,Vallenar,,C-46 6660,no,0.964,https://explore.overturemaps.org/#9f3d21e7-beaa-4a07-8aec-48b96c901c67
Vidrieria Cristian,77.960.217-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56958843155,cotizaciones@vidrieriacristian.com,,https://www.facebook.com/1703586163244604,,,windows installation,Vallenar,,Desierto Florido 1405,no,0.652,https://explore.overturemaps.org/#cb48d78d-862f-40f9-99f8-ee7c2dddb53f
Peluqueria Exclusiva,76.994.286-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56982787147,sandra.exclu@gmail.com,,https://www.facebook.com/281716148884734,,,beauty salon,Huasco,,LOS.OLIVOS 8. #170 HUASCO BAJO,no,0.679,https://explore.overturemaps.org/#8581881c-6d53-4964-a377-f1a07dc62022
Residencial Nazarena,77.098.627-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942429352,residencialnazarena@hotmail.com,,https://www.facebook.com/109719005421089,,,lodging,Tierra Amarilla,,La Calera 11,no,0.58,https://explore.overturemaps.org/#5ba70ff3-8523-4a0b-a679-9d82c4fbac9c
Soria Motors,77.416.456-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56991722633,servicio.soriamotors@gmail.com,,https://www.facebook.com/100655789244578,,,automotive service,Copiapó,,Calle Atacama 20,no,0.603,https://explore.overturemaps.org/#c7481ec8-bc6d-4760-92ac-b18db40311c0
Asher Chile,78.131.719-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56961101333,asherchile@gmail.com,,https://www.facebook.com/227453764051224,,,employment agency,Copiapó,,Padre Euquerio 5972 - Iglesia Punta Negra II,no,0.081,https://explore.overturemaps.org/#9e0a5323-410d-45d3-a85e-400388166421
Atacama Jump Entretenciones,77.864.887-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56940017490,contacto.atacamajump@gmail.com,,https://www.facebook.com/378043792070100,,,playground,Copiapó,,Avenida Copayapu 5202,no,0.595,https://explore.overturemaps.org/#3796a8ed-b214-433b-a09e-f311d2fc09aa
Ingenium CAFÉ LUNCH,77.037.908-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56967323261,juliocesarfajardo@hotmail.com,,https://www.facebook.com/113283920406695,,,restaurant,Copiapó,,Avenida Copayapu 3268,no,0.463,https://explore.overturemaps.org/#373282a1-b20c-4453-822c-a791e7e2b2a5
Argosstore,78.012.023-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56940919149,argosstoremascotas@gmail.com,,https://www.facebook.com/225444053986623,,,pet store,Copiapó,,Calle Quebrada San Miguel 2592,no,0.401,https://explore.overturemaps.org/#a0ad7c52-2146-4609-9bd9-a28d28ce8599
Farmacia Elixir&C,77.959.548-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56999763493,elixirycfarmacia71@gmail.com,,https://www.facebook.com/442477782285229,,,pharmacy,Copiapó,,Calle Julio Prado 1710,no,0.433,https://explore.overturemaps.org/#bf021290-a70e-4e0a-aaa0-37c1daa9718c
Brizuela MotorSport,77.885.877-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56987468421,brizuelamotorsportspa@gmail.com,,https://www.facebook.com/580683278752600,,,automotive service,Copiapó,,Avenida Los Carrera 2730,no,0.833,https://explore.overturemaps.org/#0f7d8bc0-9959-49c2-9a2d-2c77bf5414e9
artepizza,77.941.329-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56522281794,artepizza1969@gmail.com,,https://www.facebook.com/832655003555887,,,pizza restaurant,Copiapó,,Enrique Villegas 2608,no,0.51,https://explore.overturemaps.org/#8cb33b6b-02c7-4a8a-a1f9-07eb7fdbea28
Santo Leño,78.258.388-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56987575420,cocinaenllamas@gmail.com,,https://www.facebook.com/1606965806235362,,,restaurant,Copiapó,,Calle Los Aromos 2298,no,0.618,https://explore.overturemaps.org/#ff0aed4f-a827-4f84-ab97-6d6779024d0e
Genetik,77.418.223-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+560522362998,formula@genetik.cl,,https://www.facebook.com/423964227704119,,,graphic designer,Copiapó,,Calle Estadio 628,no,0.311,https://explore.overturemaps.org/#c444f880-7797-4351-9731-2bc611e8367b
bellísimas Copiapó,78.100.409-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56986778632,bellisimascopiapo@gamil.con,,https://www.facebook.com/835416522997864,,,personal or beauty service,Copiapó,,Calle García Hurtado de Mendoza 3382,no,0.283,https://explore.overturemaps.org/#afd4aa4d-92b5-4d28-98da-4c7f9e0097de
Transportes Miguel Martinez,77.615.724-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56954321111,transportesmiguelmartinez25@gmail.com,,https://www.facebook.com/155820284290249,,,freight and cargo service,Copiapó,,"Colonias Extranjeras calle Cerro Alto, casa 12.",no,0.306,https://explore.overturemaps.org/#c04f7986-f68c-479f-a225-2d3c77ae1944
Ecopiapoa Reciclados,77.463.486-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56953702988,ecopiapoareciclados@gmail.com,,https://www.facebook.com/114181393759364,,,,Copiapó,,Pasaje Villa Santa Ana 2,no,0.271,https://explore.overturemaps.org/#b25faf0d-34a6-4a5e-a42e-5519875a8beb
Muebles Atacama,78.167.508-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56978978245,mueblesjvega@gmail.com,,https://www.facebook.com/205353946626069,,,metal fabricator,Copiapó,,,no,0.18,https://explore.overturemaps.org/#01300209-910f-4f1d-897b-c2c22a68189c
Dental Plaza Copiapo,77.724.405-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56954877125,dentalplazacopiapo@gmail.com,,https://www.facebook.com/322723415019564,,,cosmetic dentistry,Copiapó,,Calle Colipí 484,no,0.946,https://explore.overturemaps.org/#6ca8b5b4-43f1-4dcc-84a5-60bd6e8823f8
KJ Óptica Visión,78.077.013-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942847664,administracion@kjoptica.cl,,https://www.facebook.com/763932783478264,,,eyewear store,Copiapó,,Calle Bernardo O'Higgins 530,no,0.754,https://explore.overturemaps.org/#3c943c34-365c-46cb-8e67-4eb38eec2f4d
Centro de Especialidades Médicas Ávila,77.638.316-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56977954186,cem.avila.22@gmail.com,,https://www.facebook.com/104610502527085,,,outpatient care facility,Copiapó,,Calle Los Carrera 831,no,0.797,https://explore.overturemaps.org/#21126a1e-f6bf-428c-aee3-74ecc8dee355
Don misifu,77.652.803-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56995301448,donmisifu170@gmail.com,,https://www.facebook.com/113497523851933,,,pet store,Copiapó,,"Grumete Crispin Reyes 1705, villa San Lorenzo",no,0.646,https://explore.overturemaps.org/#0627df4e-cc8c-40c8-8969-40c952535b56
La Mezcla Perfecta,78.006.328-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56964189132,diana.baquerzo@gmail.com,,https://www.facebook.com/102932597846052,,,fast food restaurant,Copiapó,,Avenida Los Carrera 1575,no,0.781,https://explore.overturemaps.org/#3e9f3b24-2f40-4683-b1cf-9d5a79558bec
Crazy Shine Chile,77.893.992-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56962539329,esarmiento777@gmail.com,,https://www.facebook.com/103704708207303,,,professional service,Copiapó,,Calle Colipí 740,no,0.577,https://explore.overturemaps.org/#abae1be3-a20f-4b9b-9bdd-429dd6dd2e4e
Patria Querida,78.404.595-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56936801412,anacastrillon2911@gmail.com,,https://www.facebook.com/107121054167986,,,restaurant,Copiapó,,Calle Manuel Rodríguez 546,no,0.751,https://explore.overturemaps.org/#96b47caf-18a3-45a0-a303-beb264b2ee43
Latinos Paint Cars,77.295.766-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56933312699,latinospaintcars@gmail.com,,https://www.facebook.com/102350494952200,,,auto detailing,Copiapó,,"panamericana sur, (cuesta cardones ) km 802.5",no,0.781,https://explore.overturemaps.org/#bcf0dbcc-e3ab-4150-a535-d7af6b236c38
Abogados Asociados S.A.,77.610.839-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56956282560,p.arriagadamolina@gmail.com,,https://www.facebook.com/972561866121155,,,attorney or law firm,Copiapó,,Avenida los Carrera 599,no,0.183,https://explore.overturemaps.org/#2904c1fe-2306-4cb8-89e4-11647d51b13c
Tololo Pampa,77.015.299-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56920281888,tololopamparestobar@gmail.com,,https://www.facebook.com/1523077614579674,,,pub,Copiapó,,Calle Atacama 291,no,0.972,https://explore.overturemaps.org/#b40dc40c-8a22-4e04-a47a-eacac8a0b4b9
Multiservicios SyM,77.808.587-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56935443300,carwashelite.cl@gmail.com,,https://www.facebook.com/148914794976343,,,car wash,Copiapó,,Avenida Ramón Freire 268,no,0.586,https://explore.overturemaps.org/#f7f0fa67-8106-497a-adcb-570c30d2ccda
Barbra Repuestos,78.198.734-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56920002748,barlejospa@gmail.com,,https://www.facebook.com/102482172957091,,,auto parts store,Copiapó,,Calle Yumbel 431,no,0.419,https://explore.overturemaps.org/#ee771804-3f7c-4896-a900-a00637dd4ad4
Ferramenta Spa,77.789.657-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56975464291,ferramenta.atacama@gmail.com,,https://www.facebook.com/123218654216883,,,building supply store,Copiapó,,Calle Los Carrera 210,no,0.458,https://explore.overturemaps.org/#d0e1b6fa-4b73-4e39-90b8-3a8eee1f813f
Migari Servicios Spa,76.985.226-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56961499383,migariservicios@gmail.com,,https://www.facebook.com/1367747186657814,,,automotive repair,Copiapó,,Calle Circunvalación 231,no,0.605,https://explore.overturemaps.org/#58acdff8-e925-49b8-abd7-2830c17cdafc
Residencial Familiar El Valle,77.812.878-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56982819147,residencialfamiliarelvalle@gmail.com,,https://www.facebook.com/122102164010009617,,,lodging,Copiapó,,Avenida Circunvalación 154,no,0.809,https://explore.overturemaps.org/#d261817a-b4df-4f6c-ac59-2fce9afd3fa2
Alameda Padel Club,78.020.952-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56953049421,alameda.padelclub@gmail.com,,https://www.facebook.com/101463268403508,,,sport or recreation club,Copiapó,,Calle Los Carrera 131,no,0.977,https://explore.overturemaps.org/#0f9ef157-ead0-47e7-bdb2-d4e0f27ccf87
D'jhulius,78.328.293-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56940509468,jhuliusaguero2389@gmail.com,,https://www.facebook.com/113312800854315,,,food delivery service,Copiapó,,Avenida Colo Colo 2003,no,0.278,https://explore.overturemaps.org/#e538c9c7-5e13-49df-b6e6-7caa41783268
Entre Cerros,77.763.478-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56949400639,restaurantentrecerros2023@gmail.com,,https://www.facebook.com/106106212527397,,,restaurant,Copiapó,,Av andacollo - Pje. Colombia 109,no,0.427,https://explore.overturemaps.org/#a2096bf5-067b-45ee-ac83-905623110da6
La Tirana,77.797.564-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56988759177,fotocopiaslatirana@gmail.com,,https://www.facebook.com/1286878704682255,,,bookstore,Copiapó,,Calle Carmen Vilches 717,no,0.515,https://explore.overturemaps.org/#3b804972-102c-4549-b8cf-8d897c798ef0
Peluquería Canina Love Dog,78.399.987-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56998291139,lovedog.servicioscaninos@gmail.com,,https://www.facebook.com/431035750650421,,,animal or pet service,Copiapó,,El Pehuen # 503 villa las Araucarias,no,0.76,https://explore.overturemaps.org/#30a4ae71-8598-4605-b74f-7067b0e56674
Hostal Aleja,78.086.391-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56989210116,hostalaleja@gmail.com,,https://www.facebook.com/103064489273914,,,hostel,Caldera,,Ejército libertador n°50,no,0.699,https://explore.overturemaps.org/#ecbf0388-19f0-4530-b00c-f9f8222a268b
Vital Care Atacama,77.137.655-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56995554515,vitalcare.atacama@gmail.com,,https://www.facebook.com/102038664715437,,,general dentistry,Chañaral,,chañaral atacama,no,0.639,https://explore.overturemaps.org/#2fb034c8-f646-4714-8cde-5cf297e63b47
Cortinajes Amelia,77.853.128-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56962246249,cortinajesamelia@gmail.com,,https://www.facebook.com/143316011227246,,,,Antofagasta,,Pasaje Calle Nueva 235,no,0.471,https://explore.overturemaps.org/#ba091349-7b58-45c7-a65d-d356f76ab70d
Sunflower,77.228.339-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56946408171,zuleynism@hotmail.com,,https://www.facebook.com/109291600881545,,,swimwear store,Antofagasta,,Av. Cerro Paranal 315,no,0.12,https://explore.overturemaps.org/#3b9c8063-78ec-4e50-8098-17264620115e
La Perla Del Norte,78.091.508-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56920441496,perladelnorte.1994@gmail.com,,https://www.facebook.com/108436762305383,,,shopping,Antofagasta,,Calle Paraguay 995,no,0.361,https://explore.overturemaps.org/#ac7c0978-d648-4250-af5e-0ffb20e502fd
Carwash,78.222.076-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56994063390,pverarojas123@gmail.com,,https://www.facebook.com/108318990916251,,,auto detailing,Antofagasta,,"Car Wash, Avenida Presidente Salvador Allende Gossens 620",no,0.863,https://explore.overturemaps.org/#ad8f7c8a-659d-4110-a86a-6f49a43c004d
CONGELADOS NORTEMAR SpA,77.173.966-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56956180490,congeladosnortemarspa@gmail.com,,https://www.facebook.com/100244765272610,,,grocery store,Antofagasta,,Calle Paraguay 1048,no,0.755,https://explore.overturemaps.org/#1dde0ec8-cd9d-4235-a0e4-38d50fb4fa2b
La Fabrik Records Spa.,77.746.195-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56982015061,lafabrikrecords@gmail.com,,https://www.facebook.com/111278695343381,,,music production,Antofagasta,,Calle Llanquihue 4221,no,0.269,https://explore.overturemaps.org/#afe583ae-f4d1-45d9-81f0-1760793b4aec
Progress Sandboard,77.765.994-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56977714349,progress.sandboard@gmail.com,,https://www.facebook.com/1618200625113995,,,sport or fitness facility,Antofagasta,,Valdivia 5515,no,0.234,https://explore.overturemaps.org/#74daa18f-c64e-4594-bb45-a8e03f8f4344
Alucristal Spa,77.669.048-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56963681180,benitezdaissy5@gmail.com,,https://www.facebook.com/686588814538131,,,windows installation,Antofagasta,,Avenida Antonio Rendic 5260,no,0.271,https://explore.overturemaps.org/#ba4b6d33-95f0-44b0-8ce8-1740ae68216d
Car Service,78.141.421-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56949898915,juanktt1992@hotmail.com,,https://www.facebook.com/2011929672207391,,,automotive repair,Antofagasta,,Calle Loa 5166,no,0.82,https://explore.overturemaps.org/#2d88997a-1c49-4725-a65b-3123dde5d28a
Tapiceria Fidel Limitada,77.838.241-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56994634027,tapiceriafidel@hotmail.com,,https://www.facebook.com/100706303979440,,,vehicle dealer,Antofagasta,,Avenida Antonio Rendic 5101,no,0.929,https://explore.overturemaps.org/#2689a88f-30c9-4ba2-8fe2-92c07eadf1be
Importadora y Comercializadora Eser Limitada,78.141.399-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56983979194,ventas@eser-group.com,,https://www.facebook.com/105043036036619,,,auto parts store,Antofagasta,,Calle La Serena 494,no,0.461,https://explore.overturemaps.org/#840ce75f-a434-4032-abd9-89cc079a08c5
Comercializadora El Charro,77.703.689-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56968967844,rypcongelados@hotmail.com,,https://www.facebook.com/1551377171624134,,,warehouse club store,Antofagasta,,Calle Calama 208,no,0.461,https://explore.overturemaps.org/#41610a57-1dd4-44a2-96db-ee0fd00e46c8
servihogar,77.230.285-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56953933200,felipepintolefio@gmail.com,,https://www.facebook.com/110679061861620,,,storage facility,Antofagasta,,Calle Tenglo 6160,no,0.301,https://explore.overturemaps.org/#bdb2abb2-ac23-45ab-bb2a-b4cae8d23d5c
La Bodeguita Spa,77.178.963-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56965944721,labodeguitaspa@gmail.com,,https://www.facebook.com/101117635556814,,,spa,Antofagasta,,Pasaje Mapocho 781,no,0.721,https://explore.overturemaps.org/#9ebd0754-cad8-45a2-8d20-78a914225567
Autoservice EIRL,77.910.863-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56954040139,autoservice.antofagasta@gmail.com,,https://www.facebook.com/168732449659747,,,auto detailing,Antofagasta,,Calle Ongolmo 360,no,0.498,https://explore.overturemaps.org/#e450759b-1d55-46bf-bdd6-66eb394c3c85
Serviqueen,78.188.825-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56964190081,robertobravo056@gmail.com,,https://www.facebook.com/106492724779776,,,laundromat,Antofagasta,,Avenida Antonio Rendic 6658,no,0.499,https://explore.overturemaps.org/#8f638059-bc1e-420e-88b3-02dfdee4396b
A&A Repuestos EIRL,77.759.726-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56993747138,aa.ventas33@gmail.com,,https://www.facebook.com/938996819295473,,,auto parts store,Antofagasta,,Calle Iquique 6933,no,0.223,https://explore.overturemaps.org/#1966ec6e-3d63-4d92-b030-c1d90b700d4c
Automotriz Antofagasta,78.425.142-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56988681237,automotrizantofagasta@hotmail.com,,https://www.facebook.com/1991519234419795,,,automotive repair,Antofagasta,,Calle Iquique 6941,no,0.874,https://explore.overturemaps.org/#9fcb6377-8a36-4515-b6bd-e61e5500b350
Automotora del norte spa,76.964.727-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56997741633,automotoradelnorted@gmail.com,,https://www.facebook.com/114487770271761,,,commercial vehicle dealer,Antofagasta,,Calle Iquique 6941,no,0.924,https://explore.overturemaps.org/#175be465-62d7-4144-9eb7-4b33ed0e11d2
Confitería del Norte,78.043.356-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56940014479,dignamarca@confiteriadelnorte.cl,,https://www.facebook.com/581070925096485,,,grocery store,Antofagasta,,Pasaje Ingeniero Hyatt 8562,no,0.281,https://explore.overturemaps.org/#547193a9-dced-4dac-a97d-6858e6bd7a99
Clínica del Lente,77.717.364-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56988546862,clinicadelente.antofagasta@gmail.com,,https://www.facebook.com/111799800989126,,,eyewear store,Antofagasta,,Calle Sargento Manuel Silva 638,no,0.533,https://explore.overturemaps.org/#9b6571af-953f-428b-98dc-14145e176549
Dakora Boutique,78.188.269-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56968629494,dakoraboutique@gmail.com,,https://www.facebook.com/649691788697992,,,fashion boutique,Antofagasta,,Calle Chollay 8648,no,0.571,https://explore.overturemaps.org/#94f5e7b9-e5cc-4ae1-b4bd-94f48cec54f2
Aditivo Agency,77.806.333-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56971654755,aditivo.agency@gmail.com,,https://www.facebook.com/122304007622912,,,advertising agency,Antofagasta,,Pasaje Pilmaiquén 8664,no,0.238,https://explore.overturemaps.org/#e3eca5cf-e912-4420-9179-7a9811422c2a
Hielos CAT,77.109.301-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56938761623,hieloscat@gmail.com,,https://www.facebook.com/106039414904229,,,manufacturer,Antofagasta,,Calle Juan Pablo II 466,no,0.681,https://explore.overturemaps.org/#bca6dc5b-f9de-43f9-aa2c-0ec1829d5967
Carbipez,77.852.041-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56552844289,carbipez@gmail.com,,https://www.facebook.com/1357778884350325,,,hunting and fishing store,Antofagasta,,Padre Juan Luis Orione Feltri 909,no,0.812,https://explore.overturemaps.org/#4e51c1f4-b72d-4ccf-9618-a405aa37c1d8
Burbujas de Color,77.422.266-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56967319705,burbujasdecolor2018@gmail.com,,https://www.facebook.com/1168454849999281,,,hair supply store,Antofagasta,,María Elena 1253,no,0.482,https://explore.overturemaps.org/#05bd8373-7558-4268-91e4-c5bd96281b6f
Mundo vinilo,78.386.587-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56987355612,mundovinilo141911@gmail.com,,https://www.facebook.com/271330892725780,,,sign making,Antofagasta,,Avenida Los Leones 8150,no,0.224,https://explore.overturemaps.org/#80056188-438e-4b8a-a4ee-45f8e26e9521
Clinica Veterinaria Garritas,77.866.349-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56552866217,garritasvet@gmail.com,,https://www.facebook.com/686635984780900,,,veterinarian,Antofagasta,,Avenida Nicolás Tirado 755,no,0.987,https://explore.overturemaps.org/#b9d0f05a-e7b5-4b6a-a7b0-eb676bc792f8
Centro Recreativo Tata Chu Chu,77.722.457-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56996265125,tatachuchuuu@gmail.com,,https://www.facebook.com/347006081834553,,,sport or fitness facility,Antofagasta,,Calle Pantaleón Cortés 610,no,0.769,https://explore.overturemaps.org/#a11fec58-5fe6-4046-a2dd-1c454628c6e9
Minotauro masters of universe,77.204.938-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56966785930,minotaurospa@gmail.com,,https://www.facebook.com/583305492354255,,,food truck stand,Antofagasta,,Pasaje Washington Muñoz 7754,no,0.745,https://explore.overturemaps.org/#6b75bbda-da50-40ae-9f26-f4132a67672f
Global Service SPA,77.933.302-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56944511396,reclutamiento@geglobalservice.com,,https://www.facebook.com/1703637176519564,,,b2b mining,Antofagasta,,Avenida Pedro Aguirre Cerda 7158,no,0.813,https://explore.overturemaps.org/#8e960d08-da02-4ac3-8557-a60b93251bfc
G2 Ingenieria y Construccion,77.228.962-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56975293644,contacto@g2ing.cl,,https://www.facebook.com/104063812415586,,,engineering service,Antofagasta,,Calle Capitán Carlos Condell 2919,no,0.271,https://explore.overturemaps.org/#37853bfd-1b5f-4185-976b-3edaf4586635
Gimnasio power life,77.015.698-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56935669615,gimnasio.powerlife@gmail.com,,https://www.facebook.com/1533855763416316,,,gym,Antofagasta,,Avenida José Santos Ossa 2656,no,0.953,https://explore.overturemaps.org/#2f83f32b-79bc-41f6-a164-ee3ef614dee8
Antofagasta Pet shop,77.067.214-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56944054592,antofapetshop@gmail.com,,https://www.facebook.com/105720657579555,,,pet store,Antofagasta,,Calle Almirante Juan José Latorre 2384,no,0.875,https://explore.overturemaps.org/#e62e0b82-aa05-4c8e-b311-03c22e1e7562
Satis Nails Store,77.369.012-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56940630385,contacto@satis.cl,,https://www.facebook.com/108284391507331,,,beauty salon,Antofagasta,,Calle Baquedano 454,no,0.603,https://explore.overturemaps.org/#f437d52e-7b02-4f45-9428-def7e042c8f2
Asesorias Valdivia SpA,77.172.877-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56978505042,contacto@asesoriasvaldivia.cl,,https://www.facebook.com/105350424558101,,,financial service,Antofagasta,,Paseo Arturo Prat 482,no,0.325,https://explore.overturemaps.org/#5c996c01-416d-4533-97a0-b28f621c764c
Onar Expediciones,77.476.012-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56934455160,expedicionesonar@gmail.com,,https://www.facebook.com/107615268418135,,,travel service,Antofagasta,,Paseo Arturo Prat 470,no,0.193,https://explore.overturemaps.org/#ee9c26d9-9a62-48ac-9a18-837e46012787
Bundes,77.601.706-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56552836585,bundes.sportbar@gmail.com,,https://www.facebook.com/2367464046634240,,,bar,Antofagasta,,Calle Almirante Juan José Latorre 2697,no,0.977,https://explore.overturemaps.org/#e703fd77-f450-4ba6-9f08-cb1ed43888a3
La Leonera,77.299.373-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56552251436,laleonerarestaurant@gmail.com,,https://www.facebook.com/1842344422449448,,,tapas bar,Antofagasta,,Pasaje Leonora Latorre 2580,no,0.974,https://explore.overturemaps.org/#df41d174-2097-4f24-a101-3153176daf85
Sazón de Rosita,78.355.518-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56971930810,sazonderosita18@gmail.com,,https://www.facebook.com/103438068457107,,,restaurant,Antofagasta,,José de San Martín 2776,no,0.692,https://explore.overturemaps.org/#c1285650-260e-43b1-9995-d9d4767b573b
Digital Graphic,78.183.106-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56956536862,digitalgraphic.an@gmail.com,,https://www.facebook.com/882507828271064,,,printing service,Antofagasta,,Calle San Martín 2745,no,0.255,https://explore.overturemaps.org/#88babb99-f540-4895-b6c7-cfd16f50194b
Servicar,77.233.952-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56945252284,chicogrande404@gmail.com,,https://www.facebook.com/390815058181401,,,auto detailing,Antofagasta,,Calle Teniente Ignacio Serrano 553,no,0.824,https://explore.overturemaps.org/#ae29a951-775f-4334-a104-bf04a16369c1
Ryabike,77.839.196-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56978079207,crespillo22@hotmail.com,,https://www.facebook.com/104306954704027,,,bike store,Antofagasta,,Calle Almirante Juan José Latorre 2966,no,0.297,https://explore.overturemaps.org/#1e78f4a8-e1df-491d-9f43-30881d6912ec
