nombre_empresa,rubro,rut,confianza_rut,canal_contacto,telefono,email,instagram,facebook,tiktok,whatsapp,direccion,comuna,region,lat,lon,tiene_sitio_web,fuente
Escuela Especial de Lenguaje Altos de Chiguayante,school,,,telefono,+56 41 322 2723,,https://instagram.com/escueladelenguajealtos,,,,General Cornelio Saavedra 21,Chiguayante,,-36.9163083,-73.0310318,no,https://www.openstreetmap.org/way/911026121
Anita Covili,restaurant,,,telefono,+56 45 275 3086,,https://instagram.com/trattoriaanitacovili,https://facebook.com/restorantepastas.anitacovili,,,Pedro Montt 907,Capitan Pastene,,-38.1973897,-72.9935989,no,https://www.openstreetmap.org/way/993991302
Casino UVM,food court,,,red social,,,https://www.instagram.com/casino_campomar,,,,Avenida Diego Portales 90,Viña del Mar,,-33.0247926,-71.5646282,no,https://www.openstreetmap.org/way/1024592902
CESFAM Cardenal José María Caro,clinic,,,correo,,cesfamccaro@corporacionggv.cl,https://instagram.com/cesfamcardenalcaro,https://www.facebook.com/p/Cesfam-Cardenal-CARO-100045540475553,,,Avenida Cuatro Esquinas 89,La Serena,,-29.9329532,-71.258273,no,https://www.openstreetmap.org/way/1059711722
Paseo San Pedro,mall,,,red social,,,https://instagram.com/paseosanpedrodelapaz,,,,,,,-36.859879,-73.1325758,no,https://www.openstreetmap.org/way/1081087118
Supermercado Las Compañías,department store,,,red social,,,https://www.instagram.com/supermercadolascompanias_,https://web.facebook.com/lascompaniassupermercado,,,Avenida Los Libertadores,La Serena,,-29.8894416,-71.2424028,no,https://www.openstreetmap.org/way/1093026968
Escuela Vista Hermosa,school,,,telefono,+56412711300,esc.vistahermosa@demcoronel.cl,https://instagram.com/vista.hermosa.coronel,,,,Los Acacios 901,Coronel,,-37.0255206,-73.1316544,no,https://www.openstreetmap.org/way/1111185473
Sushispop,fast food,,,telefono,+56232773958,,https://www.instagram.com/sushispopnunoa4,,,,Avenida Simón Bolívar 3702,Ñuñoa,,-33.4483652,-70.5930743,no,https://www.openstreetmap.org/way/1122194764
Escuela de Educación Diferencial Alto del Rey,school,,,telefono,+56 9 8175 6455,altodelrey@gmail.com,https://instagram.com/escuelaaltodelrey,,,,Júpiter 1720,San Pedro de La Paz,,-36.8253032,-73.1451189,no,https://www.openstreetmap.org/way/1133176999
Departamento de Historia UdeC,,,,telefono,+56 (41) 2204404,,https://www.instagram.com/departamentodehistoriaudec,,,,Edmundo Larenas 240,Concepción,,-36.8310332,-73.0379228,no,https://www.openstreetmap.org/way/1144630768
Liceo Nueva Zelandia,school,,,telefono,+56 41 339 6007,liceo.nuevazelandia@slepandaliencosta.gob.cl,https://instagram.com/liceo_nueva_zelandia,https://facebook.com/LiceoNZ,,,Alameda Bernardo O'Higgins 589,Santa Juana,,-37.1807702,-72.9400356,no,https://www.openstreetmap.org/way/1151101939
Liceo Bicentenario Anita Serrano Sepúlveda,school,,,telefono,+56 9 3183 7235,anita.serrano@daemtalcahuano.cl,https://instagram.com/anita.serranos,https://facebook.com/liceoanitaserrano,,,David Fuentes 81,Talcahuano,,-36.7206996,-73.1118806,no,https://www.openstreetmap.org/way/1182114403
Escuela Huertos Familiares,school,,,telefono,+56 41 258 4596,huertos.familiares@daemtalcahuano.cl,https://instagram.com/escuelahuertosfamiliaresf500,https://facebook.com/Escuela-F-500-Huertos-Familiares-100070407994723,,,Jaime Repullo 3337,Talcahuano,,-36.7592916,-73.0859856,no,https://www.openstreetmap.org/way/1182261673
Escuela Esmeralda,school,,,telefono,+56976799353,,https://instagram.com/esc.esmeralda,,,,1 Poniente 51,Talcahuano,,-36.7723783,-73.088129,no,https://www.openstreetmap.org/way/1182293715
Escuela Valle Ramadillas,school,,,telefono,+56 9 8864 1310,escuelavalleramadillas@daemarauco.cl,https://instagram.com/escuelavalleramadillas,https://facebook.com/escuelavalleramadillas,,,Ignacio Carrera Pinto 50,Arauco,,-37.3066151,-73.2619288,no,https://www.openstreetmap.org/way/1183693015
Supermercado Genesis,convenience,,,red social,,,https://instagram.com/supermercadogenesis,https://facebook.com/c.alimentos.genesis,,,Avenida Presidente Frei 1035,Cañete,,-37.7906588,-73.3891241,no,https://www.openstreetmap.org/way/1225090934
Free Market,convenience,77.868.318-0,probable (nombre+comuna contra Registro de Empresas y Sociedades),red social,,,https://instagram.com/freemarketspa,,,,Diego de Almagro 2396,Concepción,,-36.8092034,-73.0669338,no,https://www.openstreetmap.org/way/1225093155
Galería Carrillo,,77.899.169-1,probable (nombre+comuna contra Registro de Empresas y Sociedades),telefono,+56 984 093 204,,https://instagram.com/galeriacarrillo,,,,Saavedra 667,Cañete,,-37.8009626,-73.4001692,no,https://www.openstreetmap.org/way/1232673502
Escuela Recaredo Vigueras Araneda,school,,,telefono,+56 41 339 6004,escuela.recaredoviguerasaraneda@slepandaliencosta.gob.cl,https://instagram.com/esc.recaredo.vigueras.a,,,,Irarrázaval 85,Santa Juana,,-37.1753978,-72.936719,no,https://www.openstreetmap.org/way/1252630274
El Muelle Chimbotano,restaurant,77.738.818-5,probable (nombre+comuna contra Registro de Empresas y Sociedades),telefono,+56 939 312 894,,https://instagram.com/elmuellechimbotano,,,,Avenida Presidente Frei 37,Cañete,,-37.7968006,-73.3934724,no,https://www.openstreetmap.org/way/1285363580
Escuela Especial de Lenguaje Campanella,school,,,telefono,+56 9 7213 9915,escueladelenguajecampanella@gmail.com,https://instagram.com/escueladelenguajecampanella,https://facebook.com/Escuela-de-Lenguaje-Campanella-100057611614202,,,Los Olivos 1515,San Pedro de la Paz,,-36.8419411,-73.1030648,no,https://www.openstreetmap.org/way/1290647175
Camping Agua Vida,,,,telefono,+56 9 6495 9393,,https://instagram.com/aguavida_camping,,,,,,,-43.9600389,-72.3950663,no,https://www.openstreetmap.org/way/1344426022
Delucca PlayRoom,bakery,,,red social,,,https://www.instagram.com/delucca.playroom,,,,Avenida Simón Bolívar 3702,Ñuñoa,,-33.4483896,-70.5930083,no,https://www.openstreetmap.org/way/1350696742
Rosamonte,pet grooming,,,red social,,,https://www.instagram.com/rosamonte.petshop,,,,Avenida Simón Bolívar 3737,Ñuñoa,,-33.4486615,-70.5925848,no,https://www.openstreetmap.org/way/1351181761
Club Ulani,kindergarten,77.895.334-K,probable (nombre+comuna contra Registro de Empresas y Sociedades),red social,,,https://www.instagram.com/club_ulani_after_school,,,,Julio Zegers 3735,Ñuñoa,,-33.4515787,-70.5908538,no,https://www.openstreetmap.org/way/1351368646
Kokoro Café,cafe,,,telefono,+56 946924776,kokorocafe.cl@gmail.com,https://instagram.com/kokorocafe.cl,https://facebook.com/abcakestore,,,Esmeralda 601,,,-47.2522134,-72.5721619,no,https://www.openstreetmap.org/way/1369373633
Low & Free,cafe,,,red social,,,https://instagram.com/lowfreebakery,,,,Orompello 180,Concepción,,-36.8274428,-73.0426139,no,https://www.openstreetmap.org/way/1391469651
Clínica Dental Cochrane,dentist,,,telefono,+56 959 859 778,,https://instagram.com/clinicacochrane,,,,Orompello 182,Concepción,,-36.8273806,-73.042654,no,https://www.openstreetmap.org/way/1391469653
Casino Lord Cochrane,restaurant,,,red social,,,https://instagram.com/casino.lordcochrane,,,,O'Higgins 1127,Concepción,,-36.8248777,-73.043822,no,https://www.openstreetmap.org/way/1391972446
Casa Minga,,,,red social,,,https://www.instagram.com/casaminga.ccp,,,,Beltrán Mathieu 75,Concepción,,-36.8293322,-73.0398408,no,https://www.openstreetmap.org/way/1409685923
La Parrilla de Don Humberto,restaurant,,,telefono,+56 51 221 6419,,https://instagram.com/laparrilladedonhumberto,https://www.facebook.com/laparrilladedonhumberto,,,Libertador Bernardo O'Higgins 560,La Serena,,-29.9039369,-71.2483254,no,https://www.openstreetmap.org/way/1410463989
Supermercado Los Huertos,supermarket,,,red social,,,https://instagram.com/supermercardoloshuertos,https://www.facebook.com/supermercado.los.huertos,,,Juan Antonio Ríos 2117,Coronel,,-36.9930065,-73.1642133,no,https://www.openstreetmap.org/way/1424467185
Escuela José Antolin Silva Ormeño,school,,,telefono,+56672583111,,https://instagram.com/escuela.jaso,https://facebook.com/escuelajoseantolin.silvaormeno,,,Ingeniero Steffen 65,Balmaceda,,-45.9104607,-71.6982331,no,https://www.openstreetmap.org/way/1432754123
Camping las Vegas,,,,telefono,+56 9 5537 2267;+56 9 7760 3700,,https://www.instagram.com/centroturisticolasvegas,,,,,,,-36.3974788,-72.8566588,no,https://www.openstreetmap.org/way/1456863335
Camping Casa Hualle,,,,telefono,+56 9 4537 7053,,https://instagram.com/casahualle,,,,,,,-37.1623778,-72.9573748,no,https://www.openstreetmap.org/way/1457603188
Taurus Steakbar,restaurant,,,red social,,,https://instagram.com/taurussteakbar,,,,,,,-36.5902277,-72.0657728,no,https://www.openstreetmap.org/way/1459148943
Liceo Bicentenario Politécnico Cañete,school,,,telefono,+56 9 3028 3574,liceopolitecnicoc@gmail.com,https://instagram.com/liceobicentenariopolicanete,https://facebook.com/Liceo-Bicentenario-Politécnico-Cañete-100054332301796,,,Esmeralda 960,Cañete,,-37.7997256,-73.3904381,no,https://www.openstreetmap.org/way/1459343189
Albania,clothes,78.085.654-8,probable (nombre+comuna contra Registro de Empresas y Sociedades),red social,,,https://instagram.com/albania_chile,,,,Maipú 623,Concepción,,-36.8245098,-73.0521676,no,https://www.openstreetmap.org/way/1460154833
Escuela Esther Hunneus de Claro,school,,,red social,,,https://instagram.com/tropa_hunneus,,,,Alcalde José del Carmen Soto 2895,Concepción,,-36.8113473,-73.0762127,no,https://www.openstreetmap.org/way/1469350776
Colegio Básico Los Lobos,school,,,correo,,los.lobos@daemtalcahuano.cl,https://instagram.com/colegio.loslobos,https://facebook.com/loslobosf1224,,,Las Garzas 193,Talcahuano,,-36.720494,-73.1410825,no,https://www.openstreetmap.org/way/1469353309
Escuela de Lenguaje Santa Marietta,school,,,telefono,+56 41 322 2725,santamarietta@gmail.com,https://instagram.com/santamarietta1,https://facebook.com/escueladelenguajesantamarietta,,,Gabriel Toro 6080,Talcahuano,,-36.7208872,-73.1114626,no,https://www.openstreetmap.org/way/1469358173
Liceo de Adultos Las Américas,school,,,telefono,+56 9 7654 0025,,https://instagram.com/ceiap.lasamericas,https://facebook.com/matriculaonline,,,Las Dalias 3750,Talcahuano,,-36.7479201,-73.0909664,no,https://www.openstreetmap.org/way/1469367168
Colegio San Andrés,school,,,telefono,+56413214027;+56927468218,colegiosanandres2016@gmail.com,https://instagram.com/colegiosanandresconcepcion_,https://facebook.com/csanandresconcepcion,,,Salvador Reyes 1380,Concepción,,-36.794288,-73.0436915,no,https://www.openstreetmap.org/way/1469616367
Colegio Santa Inés,school,,,telefono,+56 41 313 1223,diegogajardo@colegiosantaines.cl,https://instagram.com/csantaines,,,,Arturo Prat 147,Chiguayante,,-36.9123048,-73.0273609,no,https://www.openstreetmap.org/way/1469902382
Colegio Pinares,school,,,telefono,+56 41 318 7292,info@colegiopinares.cl,https://instagram.com/colegio.pinares,https://facebook.com/ColegioPinaresConcepcion,,,Camino a Chiguayante 5583,Chiguayante,,-36.8885734,-73.0349956,no,https://www.openstreetmap.org/way/1470123226
Club Deportivo Lirquén,community centre,,,correo,,deportes.lirquen1994@gmail.com,https://instagram.com/deporteslirquen,https://www.facebook.com/p/Club-Deportes-Lirquen-100089626621625,,,Avenida Arturo Prat 1,,,-36.7164923,-72.9741556,no,https://www.openstreetmap.org/way/1470154484
Iglesia Presbiteriana de Concepción,place of worship,,,correo,,ipch.concepcion@gmail.com,https://instagram.com/ipchconcepcion,https://facebook.com/IglesiaPresbiterianadeConcepcion,,,Rengo 1060,Concepción,,-36.8215937,-73.0558578,no,https://www.openstreetmap.org/way/1470369780
Escuela Básica Lagos de Chile,school,,,telefono,+56 44 304 9171,lagosdechile@andaliensur.cl,https://instagram.com/escuelalagosdechile,https://facebook.com/Escuela-Lagos-de-Chile-100067332019259,,,Lago Villarrica 405,Concepción,,-36.822442,-73.0226654,no,https://www.openstreetmap.org/way/1470375977
Escuela Diferencial ASPAUT Chiguayante,school,,,telefono,+56413173121,aspautchiguayante@gmail.com,https://instagram.com/escueladiferencialaspaut,https://facebook.com/escueladiferencialaspaut,,,Manquimávida 317,Chiguayante,,-36.9404907,-73.0168695,no,https://www.openstreetmap.org/way/1470394896
Escuela de Lenguaje Aserrín Aserrán,school,,,telefono,+56412284112,escuelaserrin@gmail.com,https://instagram.com/escuelaaserrin,,,,Los Acacios 1505,San Pedro de la Paz,,-36.8401576,-73.1027221,no,https://www.openstreetmap.org/way/1470430240
Escuela de Lenguaje Valentina,school,,,telefono,+56 41 239 0455,escuelavalentina@hotmail.com,https://instagram.com/valentinalomascoloradas,https://facebook.com/valentina.lomascoloradas.1,,+56 9 8762 3899,Victoria 471,San Pedro de la Paz,,-36.8838476,-73.1341453,no,https://www.openstreetmap.org/way/1470431241
Escuela de Lenguaje Golden House,school,,,telefono,+56 41 239 2517;+56 9 8361 9897,escuelagoldenhouse@gmail.com,https://instagram.com/golden_house_escuela,https://facebook.com/GoldenHouseSanPedro,,+56 9 8361 9897,Avenida de Los Lagos 461,San Pedro de La Paz,,-36.888216,-73.1453145,no,https://www.openstreetmap.org/way/1470432448
Colegio Metodista Lagunillas,school,,,telefono,+56 41 219 6980,secretarialagunillas@educmetodistacoronel.cl,https://instagram.com/colegiometodistalag,,,,1 Oriente 463,Coronel,,-36.9908595,-73.1676116,no,https://www.openstreetmap.org/way/1471507686
Escuela de Lenguaje Yireh Los Molles,school,,,red social,,,https://instagram.com/escuelayirehlosmolles,,,,Los Molles 768,Coronel,,-36.989097,-73.1606898,no,https://www.openstreetmap.org/way/1471507691
Escuela Amanda Labarca,school,,,telefono,+56 43 253 4319,escuela.alabarca@daemlaja.cl,https://instagram.com/escuela.amanda.labarca,,,,Luis Cruz Martínez 15,Laja vst,,-37.2797989,-72.7166673,no,https://www.openstreetmap.org/way/1471533630
Escuela Diferencial Rayito de Sol,school,,,telefono,+56 41 277 2494,cet_rayito_de_sol@yahoo.es,https://instagram.com/escuela.rayitodesol,,,,Galvarino Riveros 1251,Coronel,,-37.0344277,-73.1372956,no,https://www.openstreetmap.org/way/1471846376
Escuela Especial Diferencial Sol Naciente,school,,,telefono,+56 41 271 8083;+56 9 7478 9247,escuelasolnaciente@gmail.com,https://instagram.com/escuelasolnacientecoronel,https://facebook.com/Escuela-Especial-Sol-NacienteCoronel-100088047822605,,,Los Molineros 538,Coronel,,-36.9919258,-73.1646598,no,https://www.openstreetmap.org/way/1471854619
Escuela Especial de Lenguaje Efraín Aedo,school,,,telefono,+56 41 271 6995;+56 9 4404 7230,efrainaedo@gmail.com,https://instagram.com/escuela.lenguaje.efrain.aedo,,,,Los Robles 3554,Coronel,,-36.9793833,-73.1620257,no,https://www.openstreetmap.org/way/1471857673
Escuela Rosa Yáñez Rodríguez,school,,,telefono,+56 41 271 0577,esc.rosayanez@demcoronel.cl,https://instagram.com/escuela.rosayanezrodriguez,https://facebook.com/escuelarosa.yanezrodriguez,,,Pedro Aguirre Cerda 251,Coronel,,-37.0232635,-73.176026,no,https://www.openstreetmap.org/way/1471858780
Centro Integral Adultos Paul Percival Harris,school,,,telefono,+56 41 255 3449,ceiapaulpercivalharris@gmail.com,https://instagram.com/ceia.paul.harris,https://facebook.com/ceiapaulpercivalharrisarauco,,,Punta Carampangue,Arauco,,-37.2467338,-73.2837808,no,https://www.openstreetmap.org/way/1472820150
Junta de Vecinos N°24 Villa El Toqui,community centre,,,red social,,,https://instagram.com/juntavecinosvillaeltoqui,,,,Circunvalación Monjitas Oriente,La Serena,,-29.870409,-71.2327223,no,https://www.openstreetmap.org/way/1472877683
Escuela Especial de Lenguaje Palabras Mágicas,kindergarten,,,telefono,+56968792066;+56976670055,,https://instagram.com/escuelapalabrasmagicas,https://facebook.com/Palabramagicas,,+56968792066;+56976670055,Calle Uno 4700,Coronel,,-36.9662253,-73.1414002,no,https://www.openstreetmap.org/way/1479471465
Dormicentro Celta,furniture,,,telefono,+56 943 551 680,,https://instagram.com/dormicentrocelta,https://facebook.com/dormicentrocelta,,,Ernesto Riquelme 121,Cañete,,-37.7979555,-73.3996178,no,https://www.openstreetmap.org/way/1507587475
Padel Plus,,,,red social,,,https://instagram.com/padelpluschile,,,,Avenida Rodrigo de Araya 1631,,,-33.4753204,-70.6147191,no,https://www.openstreetmap.org/way/1508286974
Residencia Universitaria Valentín Letelier,,,,telefono,+56 41 2732280,residenciavletelier@gmail.com,https://www.instagram.com/r.valentin_letelier,,,,Los Tilos 1208,Concepción,,-36.8307716,-73.0389076,no,https://www.openstreetmap.org/way/1518984385
Nekomidas,restaurant,,,red social,,,https://instagram.com/nekomidas_,,,,Avenida Chacabuco 925,Concepción,,-36.8289317,-73.0445869,no,https://www.openstreetmap.org/way/1521335244
El Bajón del Barny,fast food,78.115.553-5,probable (nombre+comuna contra Registro de Empresas y Sociedades),telefono,+56 9 5778 0418,,https://www.instagram.com/elbajondelbarny,,,,Calle 2 Norte,Talca,,-35.4304952,-71.6303351,no,https://www.openstreetmap.org/way/1542777025
Mueblería Baby Sueños,furniture,,,telefono,+56 9 7133 4604,,https://www.instagram.com/babysuenosmuebleria,https://www.facebook.com/cunastalca,,,Calle 25 Oriente 1442,Talca,,-35.4292631,-71.6289917,no,https://www.openstreetmap.org/way/1543326835
Más Limpio,chemist,,,telefono,+56 9 3409 1722,,https://www.instagram.com/mas.limpiotalca,,,,Calle 3½ Norte 3244,Talca,,-35.4289536,-71.6302115,no,https://www.openstreetmap.org/way/1544318099
Specialized,bicycle,,,red social,,,https://www.instagram.com/vidaurrebikes,,,,,,,-33.2837434,-70.6808453,no,https://www.openstreetmap.org/relation/17554392
Ñirrantal,restaurant,,,telefono,+56 950738940,nirrantal@gmail.com,,https://facebook.com/Restaurannirrantalpatagonia,,,Bernardo O'Higgins 650,,,-47.2559588,-72.5725249,no,https://www.openstreetmap.org/node/1038357777
Lavandería Lavansol,laundry,,,telefono,+56 72 223 1114; +56 97 761 7887,,,https://www.facebook.com/Lavansol,,,,,,-34.164391,-70.7394823,no,https://www.openstreetmap.org/node/1760576235
Xin Jiang,restaurant,,,red social,,,,https://www.facebook.com/comidachinaovalle,,,Coquimbo 234,,,-30.6018336,-71.1996181,no,https://www.openstreetmap.org/node/1781599878
"Bellavista: Hospedaje, Camping y Transporte",,,,telefono,+56 9 8152 8505,,,https://facebook.com/BellavistaPuertoRioTranquilo,,,,,,-46.6287485,-72.6741235,no,https://www.openstreetmap.org/node/2645535699
Café Oriente,cafe,,,red social,,,,https://facebook.com/cafe.oriente.coyhaique,,,Carlos Condell 201,,,-45.5703814,-72.0668672,no,https://www.openstreetmap.org/node/2687631361
Restaurant y Bar Hotzenplotz,restaurant,,,telefono,+56 9 77523309,hotzenplotzvalpo@gmail.com,,https://facebook.com/Hotzenplotz,,,Héctor Calvo 331,Valparaíso,,-33.0482814,-71.6224603,no,https://www.openstreetmap.org/node/3409639693
Camping Karuko,,,,telefono,+56 9 9361 3749,,,https://facebook.com/camping.karuko.2024,,,,,,-39.3764072,-71.5761911,no,https://www.openstreetmap.org/node/4091321872
Paredes,no,,,telefono,+56 9 9554 4767,,,https://facebook.com/pages/Camping-Paredes-Puerto-Montt/423031034433102,,,Camino Chinquihue Km 6,Chinquihue,,-41.494908,-72.987553,no,https://www.openstreetmap.org/node/4141006399
Taxis San Sebastian,car,,,telefono,672213030,,,https://facebook.com/San,,,Mackenna,,,-45.5790999,-72.0466247,no,https://www.openstreetmap.org/node/4162338020
Takuba,restaurant,,,red social,,,,https://www.facebook.com/takubalaserena,,,,,,-29.904266,-71.2486998,no,https://www.openstreetmap.org/node/4356067892
Terra Sano,restaurant,,,red social,,,,https://www.facebook.com/prasadam.localvegetariano,,,Gorbea 2017,Santiago,,-33.4523908,-70.6633267,no,https://www.openstreetmap.org/node/4454179097
Komedor Vegetariano,,,,red social,,,,https://www.facebook.com/komedxrvegetariano,,,Morris 533,Valparaíso,,-33.0490434,-71.6090643,no,https://www.openstreetmap.org/node/4559140931
Terrazza,bar,,,correo,,info@terrazza.cl,,https://facebook.com/terrazzachile,,,,,,-29.9045788,-71.2508056,no,https://www.openstreetmap.org/node/4564099691
Camping Las Confluencias,,,,telefono,+56 9 4251 4997,,,https://facebook.com/561709287497752,,,,,,-45.8081372,-71.9263983,no,https://www.openstreetmap.org/node/4629294393
Camping Ammonites,,,,telefono,+56672241053,,,https://facebook.com/campingammonitescoyhaique,,,Avenida General Baquedano,,,-45.5721478,-72.0441529,no,https://www.openstreetmap.org/node/4672158889
Camping Vivavi,,,,telefono,+56 9 7382 7691,,,https://facebook.com/campingvivavi,,,,,,-43.9703645,-72.4027562,no,https://www.openstreetmap.org/node/4730483927
Cúrcuma,restaurant,,,telefono,+56 9 9509 0670,,,https://www.facebook.com/curcumapichilemu,,,Comercio 2241,,,-34.4060378,-72.0260271,no,https://www.openstreetmap.org/node/4749328921
Calama Firma Motos,motorcycle,,,telefono,+5655827745,ventas@ktmcalama.cl,,https://www.facebook.com/pg/calamafirma.motos,,,Abaroa 2204,Calama,,-22.4585414,-68.9273896,no,https://www.openstreetmap.org/node/5058497022
Cosmo Elqui Valley,,,,telefono,+56932006237,cosmoelquivalley@gmail.com,,https://www.facebook.com/Cosmo-Elqui-Valley-839001822946259,,,,,,-29.9767491,-70.5530583,no,https://www.openstreetmap.org/node/5327830328
Camping Doña Dora,,,,telefono,+56 9 8463 9813,,,https://facebook.com/Camping-Do%C3%B1a-Dora-100039029637192,,,,,,-46.3474591,-72.7761221,no,https://www.openstreetmap.org/node/5361018221
Camping Minerva,,,,telefono,+56 9 8967 8312,,,https://facebook.com/CampingMinerva,,,Enrique Novoa 865,Pucón,Región de La Araucanía,-39.2777594,-71.9667219,no,https://www.openstreetmap.org/node/5401599822
Rayito de Sol,restaurant,,,telefono,+56996719699,,,https://facebook.com/rayitodesolcochrane,,,,,,-47.2486024,-72.5847657,no,https://www.openstreetmap.org/node/5476542121
Backcounty Ski Service,travel agency,,,telefono,+56998778780,lagunasnowpark@outlook.com,,https://www.facebook.com/lagunasnowpark,,,,,,-35.8854758,-72.6798276,no,https://www.openstreetmap.org/node/5512584847
Arboleda Emaluisa,restaurant,,,red social,,,,https://www.facebook.com/arboledaemaluisa,,,Temuco - Chol Chol,Temuco,Región de La Araucanía,-38.6951191,-72.6650961,no,https://www.openstreetmap.org/node/5622252899
Las Tranqueras Camping,,,,telefono,+56 9 8427 5856,,,https://facebook.com/CabalgatasyCampingLasTranqueras,,,Km 41.3,,,-41.2216675,-72.5542393,no,https://www.openstreetmap.org/node/5714502021
Terraza Lamar Restaurante,restaurant,,,telefono,+56 98249 1542,,,https://facebook.com/Terraza,,,Rudolph 112,,,-33.0480287,-71.620885,no,https://www.openstreetmap.org/node/5724103921
Hostal Roxanna,,,,telefono,+56994987156,lsobarzop@gmail.com,,https://facebook.com/hostalroxana.cochrane,,,Luis Báez 840,,,-47.2496893,-72.5693687,no,https://www.openstreetmap.org/node/6267108641
Pachamama,shoes,,,red social,,,,https://facebook.com/pachamama.cochrane,,,,,,-47.2532892,-72.5752826,no,https://www.openstreetmap.org/node/6267108921
Taller Mecánico Alfa,car repair,,,correo,,marvinarriagada@yahoo.com.ar,,https://facebook.com/profile.php?id=100086275659918,,,,,,-47.2560111,-72.5716501,no,https://www.openstreetmap.org/node/6267108988
Camping El Arroyo,,,,telefono,+56 9 9848 2933,,,https://facebook.com/campingelarroyolagoranco,,,,Lago Ranco,,-40.3227367,-72.4903781,no,https://www.openstreetmap.org/node/6281257491
Supermercado Ñuble,supermarket,,,telefono,43 251 2156,supnubleltda@outlook.com,,https://www.facebook.com/SuperNuble,,,Los Castaños 385,Nacimiento,,-37.4992605,-72.6828145,no,https://www.openstreetmap.org/node/6611235871
Johnny Motos,motorcycle,,,red social,,,,https://www.facebook.com/Johnny-Motos-381073202307499,,,Avenida Quilín 2608,Macul,,-33.4848429,-70.6043661,no,https://www.openstreetmap.org/node/6701032960
Dos Salmones,restaurant,,,red social,,,,https://es-la.facebook.com/DosSalmones,,,Avenida Carlos León Briceño 400,,,-32.6295526,-71.4231209,no,https://www.openstreetmap.org/node/7117959152
Farmacias Mi Botica,pharmacy,,,red social,,,,https://www.facebook.com/profile.php?id=100014272082274&sk=about,,,Villa Alegre 675,Nacimiento,,-37.499271,-72.6739492,no,https://www.openstreetmap.org/node/7159388786
Clínica Dental Nacimiento,dentist,,,telefono,43 2 295637,,,https://www.facebook.com/cdnacimiento,,,Avenida La Cruz 368,Nacimiento,,-37.5001362,-72.6755475,no,https://www.openstreetmap.org/node/7182062641
Estancia Lago Fagnano,,,,telefono,+56982168388,estancialagofagnano@gmail.com,,https://www.facebook.com/estancialagofagnano,,,Ruta Y-85,Timaukel,,-54.5059588,-68.7328625,no,https://www.openstreetmap.org/node/7200384789
Los Chingones,restaurant,,,red social,,,,https://facebook.com/Loschingonesrestaurant,,,Lord Cochrane 20,Santiago,,-33.4456165,-70.6551676,no,https://www.openstreetmap.org/node/7590831989
Funeraria Los Ángeles,funeral directors,,,red social,,,,https://www.facebook.com/Funeraria-Los-%C3%81ngeles-nacimiento--315623458490163,,,El Palqui 833,Nacimiento,,-37.5056217,-72.6747827,no,https://www.openstreetmap.org/node/8248723367
Deliland,restaurant,,,red social,,,,https://www.facebook.com/delilandnacimiento,,,Los Jazmines 1820,Nacimiento,,-37.4927006,-72.6893995,no,https://www.openstreetmap.org/node/8249770021
Go Rehabilitación,,77.847.205-8,probable (nombre+comuna contra Registro de Empresas y Sociedades),red social,,,,https://www.facebook.com/GOrehabilitacion,,,Los Castaños 356,Nacimiento,,-37.4985813,-72.6822459,no,https://www.openstreetmap.org/node/8256098452
Animal Vet,veterinary,,,telefono,+56 43 229 2660,,,https://www.facebook.com/Animal-vet-200142097355806,,+56 9 8405 0462,Villa Alegre 817,Nacimiento,,-37.4984788,-72.6757527,no,https://www.openstreetmap.org/node/8260171947
Centro Odontológico Ayelén,dentist,,,correo,,ayelenasociados@gmail.com,,https://www.facebook.com/Ayelendental,,,Jorge Montt 382,Nacimiento,,-37.5015378,-72.6691242,no,https://www.openstreetmap.org/node/8262553839
Cruz Roja,ngo,,,red social,,,,https://www.facebook.com/cruzrojafilial.nacimiento.9,,,,,,-37.5021963,-72.6691873,no,https://www.openstreetmap.org/node/8262553840
Universo Deportes,sports,,,whatsapp,,,,https://www.facebook.com/Universo-Deportes-2114153052183280,,+569 79793468,,,,-37.5017581,-72.6741237,no,https://www.openstreetmap.org/node/8265029691
Constructura e Ingeniería VI,architect,,,whatsapp,,,,https://www.facebook.com/Constructora-e-Ingenier%C3%ADa-VI-166107747641213,,+56 9 79793468,,,,-37.5017086,-72.6741065,no,https://www.openstreetmap.org/node/8265029692
Optica Caupolicán,optician,,,correo,,opticacaupolica@gmail.com,,https://www.facebook.com/optica_caupolican-101789398218218,,,,,,-37.5011646,-72.6720473,no,https://www.openstreetmap.org/node/8265173976
Departamento de Salud,government,,,telefono,43 2578779,,,https://www.facebook.com/Departamento-de-Salud-Municipal-Nacimiento-664604093939595,,,,,,-37.5024995,-72.6710087,no,https://www.openstreetmap.org/node/8265433170
La Isla del Tesoro,,,,telefono,+56 9 96920399,,,https://www.facebook.com/laisladeltesoro.nacimiento.5,,,,,,-37.4208578,-72.6687034,no,https://www.openstreetmap.org/node/8282268449
Vivero El Budy,garden centre,,,red social,,,,https://www.facebook.com/Jard%C3%ADn-El-Budy-488289404880746,,,,,,-37.4961651,-72.4820521,no,https://www.openstreetmap.org/node/8419042975
Quesos Coyanco,cheese,,,telefono,+56 9 6616 8342,prolacteo@hotmail.com,,https://www.facebook.com/QuesosCoyanco,,,,,,-37.4835896,-72.465787,no,https://www.openstreetmap.org/node/8419043006
